Entry ID,Magic EXP,Chara. 0 ID,[Chara. 0 Name],Chara. 0 X,Chara. 0 Z,Chara. 1 ID,[Chara. 1 Name],Chara. 1 X,Chara. 1 Z,Chara. 2 ID,[Chara. 2 Name],Chara. 2 X,Chara. 2 Z,Chara. 3 ID,[Chara. 3 Name],Chara. 3 X,Chara. 3 Z,Enemy 0 ID,[JP Enemy 0 Name],[US Enemy 0 Name],Enemy 0 X,Enemy 0 Z,Enemy 1 ID,[JP Enemy 1 Name],[US Enemy 1 Name],Enemy 1 X,Enemy 1 Z,Enemy 2 ID,[JP Enemy 2 Name],[US Enemy 2 Name],Enemy 2 X,Enemy 2 Z,Enemy 3 ID,[JP Enemy 3 Name],[US Enemy 3 Name],Enemy 3 X,Enemy 3 Z,Enemy 4 ID,[JP Enemy 4 Name],[US Enemy 4 Name],Enemy 4 X,Enemy 4 Z,Enemy 5 ID,[JP Enemy 5 Name],[US Enemy 5 Name],Enemy 5 X,Enemy 5 Z,Enemy 6 ID,[JP Enemy 6 Name],[US Enemy 6 Name],Enemy 6 X,Enemy 6 Z,Initiative,Defeat Cond. ID,[Defeat Cond. Name],Escape Cond. ID,[Escape Cond. Name],BGM ID
60,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
61,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
62,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
63,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
64,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
65,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
66,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
67,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
68,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
69,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
70,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
71,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
72,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
73,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
74,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
75,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
76,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
77,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
78,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
79,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,Vyse,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,軍艦兵,Battleship Soldier,0,0,0,0,Must not lose,0,Can escape,-1
